winner,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,t1_towerKills,t1_inhibitorKills,t1_baronKills,t1_dragonKills,t1_riftHeraldKills,t1_ban1,t1_ban2,t1_ban3,t1_ban4,t1_ban5,t2_towerKills,t2_inhibitorKills,t2_baronKills,t2_dragonKills,t2_riftHeraldKills,t2_ban1,t2_ban2,t2_ban3,t2_ban4,t2_ban5
1,1,1,1,0,0,1,10,2,0,0,1,11,516,53,31,122,0,0,0,0,0,75,157,105,31,40
2,1,1,2,1,2,1,5,0,1,0,1,238,51,497,17,63,7,1,0,4,0,7,86,75,51,31
2,2,2,2,0,2,0,0,0,0,0,0,51,141,154,31,105,10,2,0,3,0,90,154,150,31,51
2,2,1,2,2,1,2,4,0,0,2,0,53,117,40,33,29,6,1,1,2,1,31,163,75,412,29
2,1,2,2,2,2,2,0,0,0,0,0,57,40,-1,31,35,11,4,1,4,1,157,57,114,29,31
2,2,2,2,2,2,0,2,0,0,0,0,75,51,240,157,238,11,5,1,2,0,31,64,238,122,126
1,2,1,1,0,1,0,8,1,0,3,0,92,11,157,154,114,5,0,0,0,0,117,41,157,119,40
1,2,1,1,0,1,1,7,1,0,2,1,64,16,81,119,75,1,0,0,0,0,18,117,163,122,92
1,1,1,1,1,1,0,10,2,1,2,0,114,157,19,238,55,0,0,0,0,0,29,157,154,117,19
2,1,1,0,0,1,2,1,0,0,1,0,64,53,119,141,114,4,0,0,0,1,11,38,51,80,89
1,1,1,1,1,1,1,10,3,2,3,1,16,238,497,99,154,3,0,0,1,0,420,76,19,516,105
1,1,1,1,1,1,0,8,1,1,4,0,114,119,105,33,157,3,0,0,0,0,6,40,57,31,64
1,1,1,1,0,1,1,9,2,0,1,1,141,51,67,238,114,2,0,0,2,0,238,29,498,7,27
1,2,1,2,1,2,0,9,2,1,2,0,85,497,114,92,134,8,2,1,3,0,103,-1,150,141,122
1,1,1,1,1,1,0,10,2,1,3,0,238,96,31,157,119,0,0,0,0,0,92,238,53,104,51
2,1,2,2,2,2,0,9,1,1,4,0,53,238,31,498,154,8,3,2,1,0,238,31,141,516,18
2,2,2,2,0,2,0,4,0,0,2,0,103,53,24,51,31,10,2,0,2,0,11,67,86,236,23
2,2,2,0,0,2,0,0,0,0,0,0,117,92,134,154,498,4,0,0,1,0,34,33,8,113,119
2,1,1,0,2,2,0,5,0,0,0,0,31,9,106,24,122,1,0,1,3,0,18,92,141,31,40
2,1,2,2,0,2,0,4,0,0,0,0,29,143,114,31,122,7,1,0,1,0,40,238,17,119,113
2,1,1,1,1,1,1,7,2,1,4,1,29,40,55,141,31,10,2,1,0,0,67,40,238,141,157
1,2,2,2,2,2,0,8,2,0,1,0,141,119,114,40,55,8,2,1,4,0,6,119,164,105,141
1,2,1,1,1,1,2,11,3,1,3,0,122,19,89,119,53,0,0,0,0,1,122,84,23,157,18
2,1,2,2,1,2,0,4,0,1,2,0,157,105,412,141,67,10,3,0,2,0,19,81,122,238,105
1,2,1,1,1,1,0,10,1,2,3,0,53,141,31,126,134,1,0,0,0,0,40,113,29,31,157
1,1,0,0,0,0,0,0,0,0,0,0,75,157,119,141,154,0,0,0,0,0,67,17,238,31,117
2,1,2,2,2,2,2,0,0,0,0,0,157,202,106,63,3,9,2,1,3,1,40,75,154,141,516
2,2,2,0,0,2,2,1,0,0,0,0,81,31,141,119,154,6,0,0,2,1,34,-1,69,134,-1
2,2,2,2,0,1,0,3,0,0,1,0,154,157,117,64,23,7,1,0,2,0,238,154,55,114,117
1,2,2,2,2,2,2,11,3,0,1,0,240,90,154,51,31,4,1,1,1,1,240,55,141,11,119
1,1,2,1,0,1,0,11,3,0,2,0,412,55,119,29,105,4,0,0,0,0,39,60,31,498,75
1,2,1,1,1,2,1,9,2,1,0,1,31,238,57,16,18,1,0,0,1,0,40,117,126,31,157
1,1,1,1,0,2,2,9,1,0,1,0,238,92,141,53,150,2,0,0,3,1,154,157,33,84,64
1,2,2,1,1,2,2,9,2,1,1,0,141,29,17,18,82,3,0,0,1,1,11,18,516,25,420
1,1,1,1,1,1,1,11,3,1,3,1,122,7,53,31,61,0,0,0,0,0,119,31,268,39,122
2,1,2,2,1,2,0,3,0,1,0,0,10,117,96,18,40,9,1,0,3,0,29,90,31,7,117
1,1,1,1,0,2,0,7,1,0,0,0,412,134,90,119,126,1,0,0,1,0,38,40,29,31,113
2,2,1,2,1,1,0,8,0,2,1,0,122,1,29,18,238,8,2,0,3,0,31,40,157,238,154
2,2,1,2,2,1,2,4,0,0,2,0,119,238,90,245,412,11,4,2,2,1,516,75,141,35,34
2,1,1,2,2,2,0,3,0,0,1,0,63,17,141,238,498,8,1,1,2,0,141,17,53,122,134
1,2,1,1,0,2,1,9,1,0,3,1,154,122,141,238,79,1,0,0,1,0,7,53,119,105,29
1,1,1,1,2,2,2,10,2,0,2,0,40,75,31,1,238,3,0,1,2,1,53,31,63,119,113
1,2,2,2,2,2,1,9,1,1,1,1,154,40,31,53,117,6,1,1,2,0,238,245,69,16,40
1,1,1,1,0,1,0,7,1,0,1,0,38,121,157,58,104,1,0,0,0,0,119,23,91,238,5
2,2,2,1,2,2,1,7,1,0,1,1,60,18,154,7,497,10,2,1,1,0,429,117,29,31,119
1,1,1,2,1,1,0,8,1,1,1,0,17,157,122,117,64,6,1,0,1,0,33,90,40,238,11
2,1,2,2,2,1,1,2,0,0,1,1,75,201,105,67,24,9,1,1,2,0,19,122,31,63,238
1,2,1,1,0,1,0,10,3,0,2,0,141,17,136,238,91,4,0,0,0,0,412,238,105,122,50
1,1,1,1,0,1,1,10,2,0,3,1,40,122,51,157,59,0,0,0,0,0,40,114,157,16,15
1,2,2,2,2,1,1,2,0,1,1,1,119,25,29,18,58,7,1,1,2,0,412,5,57,75,40
2,2,1,2,0,2,0,2,0,0,0,0,8,121,240,16,38,8,1,0,2,0,31,154,236,55,64
2,1,2,2,0,1,0,2,0,0,1,0,157,17,57,122,238,9,2,0,1,0,154,40,240,18,119
1,1,1,1,1,1,1,8,1,2,3,1,67,141,122,40,157,3,0,0,0,0,75,31,141,40,53
1,1,1,1,1,1,1,9,2,1,4,1,11,114,23,154,157,2,0,0,0,0,238,157,58,79,40
2,2,2,2,2,2,0,1,0,0,0,0,240,38,412,53,121,11,2,1,2,0,117,92,119,412,31
2,1,2,2,2,2,2,0,0,0,1,0,429,412,141,53,29,10,2,1,1,1,40,119,96,412,126
1,1,2,1,0,2,0,9,1,0,1,0,53,154,157,238,122,3,0,0,2,0,122,57,202,12,105
2,2,2,2,2,2,2,1,0,0,0,0,80,16,157,40,498,8,2,1,2,1,238,61,33,19,40
1,1,1,1,2,1,0,10,3,1,5,0,8,141,238,84,201,7,0,1,0,0,24,21,154,16,10
1,2,2,1,1,2,2,5,1,1,1,0,119,40,114,31,33,6,1,0,2,1,29,40,18,79,126
1,1,2,2,2,1,1,8,1,0,3,1,45,21,23,5,420,10,3,1,2,0,115,114,105,11,238
2,2,1,1,2,1,1,6,1,0,1,1,18,40,105,122,31,8,1,1,2,0,134,63,238,29,24
1,2,2,1,0,2,2,8,1,0,2,0,105,16,157,122,53,3,0,0,2,1,157,119,51,31,238
2,2,2,2,2,1,2,2,0,0,2,0,141,23,10,122,35,8,1,1,1,1,131,11,122,58,238
2,1,1,2,2,1,2,5,0,0,3,0,157,498,122,238,55,11,6,3,3,1,154,157,134,57,238
2,1,1,1,2,2,0,6,3,0,1,0,105,53,6,29,64,10,2,1,3,0,55,81,114,36,29
1,2,1,1,0,1,0,10,2,0,2,0,238,40,157,31,55,0,0,0,0,0,117,105,16,119,114
1,1,1,1,0,1,1,10,1,0,2,1,122,117,103,29,75,0,0,0,0,0,238,29,33,50,240
1,2,1,1,0,1,1,5,1,0,2,1,18,497,113,90,122,1,0,0,0,0,164,141,122,119,45
1,1,1,1,0,1,0,11,3,0,2,0,80,157,141,51,266,1,0,0,0,0,3,67,23,117,122
2,1,2,0,0,0,2,1,0,0,0,0,202,59,64,53,75,5,0,0,0,1,34,122,86,420,75
1,1,1,1,1,1,0,7,1,1,2,0,75,67,157,122,238,0,0,0,0,0,40,11,114,55,18
2,2,2,2,2,2,2,0,0,0,0,0,11,117,29,157,498,11,4,1,3,1,53,84,18,117,141
2,1,2,2,0,2,1,4,0,0,0,1,75,42,1,114,40,9,2,0,1,0,117,16,92,31,122
2,2,1,0,0,1,0,3,0,0,2,0,122,53,90,516,498,3,0,0,0,0,31,67,157,122,53
1,2,1,1,1,1,1,11,5,2,4,1,29,23,238,51,202,1,0,0,0,0,105,245,122,24,157
1,2,1,1,1,1,0,8,1,1,3,0,6,119,79,115,141,2,0,0,1,0,75,33,157,122,31
1,1,1,1,0,1,0,7,1,0,1,0,79,7,75,40,117,0,0,0,0,0,61,40,117,122,92
2,2,2,2,0,1,0,4,0,0,1,0,75,51,57,157,53,8,1,0,3,0,29,117,154,63,134
2,2,2,0,0,2,2,0,0,0,0,0,67,40,157,103,90,7,0,0,2,1,117,141,19,157,75
1,2,1,1,0,1,1,9,2,0,1,1,75,37,99,19,64,1,0,0,1,0,63,31,157,420,122
2,2,2,0,0,2,2,0,0,0,0,0,119,114,105,11,63,8,0,0,1,1,157,90,412,6,141
1,2,1,1,1,1,0,11,2,2,4,0,157,154,60,38,7,5,1,0,0,0,238,29,122,157,40
2,2,2,2,2,1,1,3,0,0,1,1,67,7,53,240,157,7,1,1,1,0,53,23,222,238,17
1,1,1,0,0,2,0,5,0,0,1,0,90,40,64,122,157,2,0,0,2,0,122,92,119,141,40
1,1,1,1,0,2,1,7,1,0,2,1,126,40,412,105,18,1,0,0,1,0,113,157,122,89,85
2,2,2,0,0,2,2,1,0,0,0,0,75,57,11,119,31,4,0,0,1,1,121,154,19,92,202
1,1,2,1,1,1,0,10,1,1,3,0,154,412,84,238,516,4,0,0,0,0,131,55,16,516,84
2,1,1,2,2,2,0,6,0,1,0,0,75,150,114,154,31,8,2,1,3,0,-1,119,157,141,21
2,1,2,1,1,2,2,6,1,1,2,0,157,238,51,141,122,9,1,1,1,1,39,51,105,119,113
2,2,2,2,2,2,2,3,0,0,2,0,18,23,55,53,17,8,1,1,2,1,75,24,53,89,64
2,1,1,1,2,2,0,7,1,0,1,0,29,53,122,64,105,7,2,1,3,0,122,53,42,64,134
2,1,2,0,0,2,0,0,0,0,0,0,84,141,114,119,6,5,0,0,1,0,105,45,17,236,9
1,1,1,1,0,1,1,7,1,0,2,1,27,40,141,17,31,0,0,0,0,0,19,127,141,29,31
1,1,2,1,1,2,1,8,1,1,2,1,20,154,3,29,126,4,0,0,2,0,420,245,141,201,498
1,1,1,1,1,1,2,11,4,1,4,0,157,75,84,90,32,4,0,0,0,1,75,31,16,122,23
1,2,1,0,0,1,0,5,0,0,2,0,238,21,150,516,7,2,0,0,0,0,40,29,122,157,105
2,2,1,2,2,1,0,2,0,0,1,0,157,40,117,31,29,10,2,1,1,0,31,40,113,117,114
2,1,2,2,0,2,2,1,0,0,0,0,240,119,11,-1,67,11,1,0,3,1,157,18,23,238,31
1,1,1,1,1,1,1,10,2,1,3,1,102,40,58,84,202,0,0,0,0,0,99,29,75,141,134
1,1,1,1,0,1,0,11,3,0,3,0,11,134,29,516,122,0,0,0,0,0,117,8,238,91,53
2,2,2,2,0,1,0,4,0,0,1,0,157,17,131,24,120,9,2,0,2,0,236,45,157,122,238
2,2,2,2,0,1,2,1,0,0,1,0,157,90,39,64,126,7,2,0,1,1,53,141,63,122,157
2,2,2,2,2,1,2,1,0,0,2,0,141,202,80,238,157,10,2,1,1,1,-1,141,29,238,122
1,1,1,1,1,2,0,9,1,1,3,0,157,61,63,122,238,1,0,0,1,0,23,119,157,154,63
2,1,2,2,2,2,0,5,0,0,1,0,75,29,154,7,40,10,4,2,4,0,117,157,122,114,36
1,1,1,1,1,1,1,10,2,1,2,1,107,23,498,157,11,4,0,0,2,0,238,114,2,105,53
2,1,2,2,0,2,1,0,0,0,0,1,38,19,157,141,113,9,2,0,2,0,18,64,154,141,72
2,2,2,2,0,2,2,0,0,0,0,0,154,31,34,67,40,9,2,0,2,1,18,240,31,122,103
2,2,2,2,2,2,2,2,0,0,0,0,117,119,134,126,31,9,2,1,3,1,157,18,114,238,86
2,2,1,2,2,2,0,4,0,0,2,0,91,122,201,103,238,10,2,1,1,0,40,157,24,114,16
1,1,2,1,1,2,0,10,2,2,0,0,119,75,40,11,157,7,1,0,5,0,31,40,119,516,157
1,1,1,1,1,1,1,11,3,1,2,1,19,23,157,201,154,0,0,0,1,0,115,141,50,105,53
2,2,2,2,0,2,0,2,0,0,0,0,157,64,17,119,122,11,2,0,2,0,141,40,122,55,31
2,2,1,2,0,2,0,4,0,0,0,0,18,90,58,53,119,7,1,0,2,0,119,516,29,113,23
1,2,1,1,0,1,0,10,2,0,2,0,141,117,80,105,267,1,0,0,0,0,114,40,122,157,60
2,2,2,2,0,2,0,0,0,0,0,0,31,29,38,92,18,11,3,0,2,0,141,92,105,238,25
2,2,0,0,0,0,0,0,0,0,0,0,55,29,420,11,5,0,0,0,0,0,7,5,99,53,420
2,2,2,2,0,2,0,2,0,0,0,0,67,420,11,154,3,9,1,0,2,0,122,157,51,105,75
1,1,1,1,1,1,0,9,3,1,3,0,157,114,238,201,11,2,0,0,0,0,53,85,122,40,121
2,2,1,2,0,2,1,3,0,0,0,1,141,114,497,122,157,8,2,0,2,0,55,75,40,53,11
2,2,1,2,2,1,2,2,0,0,1,0,18,113,154,31,412,11,4,2,2,1,31,57,40,117,113
1,1,2,1,1,2,1,11,3,1,2,1,141,51,75,64,238,3,0,0,1,0,498,157,31,6,154
2,1,1,2,2,2,0,4,0,0,3,0,31,38,17,429,55,11,4,2,1,0,516,245,141,203,18
1,1,1,1,0,1,1,9,1,0,2,1,157,18,23,40,84,1,0,0,0,0,29,40,31,18,69
1,2,1,1,2,1,1,11,4,0,3,1,53,105,150,18,64,5,0,1,1,0,238,498,74,53,105
1,1,0,0,0,0,0,0,0,0,0,0,23,122,119,11,126,0,0,0,0,0,103,27,119,238,412
1,2,2,2,1,1,0,9,2,1,4,0,122,90,117,53,119,11,7,1,2,0,67,53,86,11,4
1,2,2,1,2,1,0,10,2,0,3,0,114,42,202,64,11,3,0,1,0,0,126,119,61,53,31
2,1,1,2,2,2,2,6,0,0,1,0,31,157,516,6,122,11,3,1,3,1,6,238,157,117,90
1,1,1,1,1,1,0,11,2,1,4,0,35,51,38,122,103,1,0,0,0,0,122,114,80,157,36
1,1,2,1,2,2,1,8,1,1,2,1,60,117,38,29,497,6,0,1,1,0,40,516,119,76,18
2,2,2,2,2,2,0,0,0,0,0,0,6,114,75,64,67,10,2,1,3,0,84,45,122,238,141
2,2,1,2,1,1,1,5,0,1,2,1,35,61,64,53,90,11,4,1,2,0,75,31,18,122,157
2,2,2,2,2,1,0,3,0,0,2,0,67,81,154,114,238,10,2,1,1,0,122,420,105,53,238
2,2,2,2,0,2,2,2,0,0,1,0,1,122,53,134,40,9,2,0,2,1,114,21,122,92,81
2,2,2,2,0,2,2,0,0,0,0,0,122,51,99,119,412,10,2,0,4,1,157,11,53,119,39
2,2,1,2,2,1,0,3,0,0,1,0,254,33,55,-1,498,7,1,1,1,0,17,64,157,29,23
2,1,1,2,0,2,0,1,0,0,0,0,31,412,238,240,45,6,1,0,2,0,31,119,64,498,40
2,1,1,2,0,2,0,2,0,0,0,0,7,516,201,122,141,9,1,0,3,0,40,157,29,238,57
1,1,2,1,1,1,1,11,3,2,4,1,82,19,103,99,51,3,0,0,0,0,238,53,64,51,21
2,2,2,0,0,2,2,1,0,0,0,0,117,18,75,31,157,4,0,0,1,1,31,119,38,40,105
2,2,2,2,2,2,0,1,0,0,2,0,53,238,117,40,157,11,4,2,2,0,6,154,55,59,11
1,2,1,1,1,2,2,10,1,1,1,0,157,141,114,67,31,2,0,0,2,1,90,119,240,238,141
2,2,2,2,2,2,2,3,0,0,1,0,51,25,84,17,154,11,2,1,4,1,114,420,23,17,122
2,1,2,1,2,1,2,5,1,0,4,0,134,7,8,79,60,6,1,1,0,1,427,122,117,154,29
2,1,2,2,2,1,0,3,0,0,1,0,412,-1,113,114,57,6,1,1,1,0,12,113,40,29,154
2,1,1,1,0,2,0,8,2,0,0,0,32,122,117,67,516,7,1,0,3,0,29,103,238,119,141
2,1,1,2,1,1,0,4,0,1,1,0,24,119,18,157,29,8,1,0,2,0,31,105,67,103,39
1,2,2,2,2,2,1,9,1,0,0,1,67,1,18,238,19,10,2,1,3,0,17,84,11,80,16
2,2,2,2,2,2,2,1,0,0,0,0,157,122,84,202,498,10,3,1,2,1,90,51,20,122,19
1,2,1,1,0,2,2,11,2,0,0,0,238,31,18,516,119,2,0,0,2,1,105,114,90,154,141
1,1,1,1,1,1,1,9,2,1,2,1,24,498,122,40,113,1,0,0,0,0,63,238,23,75,16
2,2,2,2,0,2,0,0,0,0,0,0,75,29,90,238,497,10,2,0,3,0,64,122,16,31,201
1,1,1,0,0,1,1,4,0,0,2,1,121,154,122,6,51,0,0,0,0,0,31,238,63,6,254
2,1,2,2,0,2,0,0,0,0,0,0,122,105,53,157,238,10,2,0,2,0,40,238,55,157,92
2,2,2,2,0,2,2,0,0,0,0,0,63,150,40,85,131,11,2,0,2,1,134,17,154,122,11
2,2,2,2,2,1,0,3,0,1,3,0,45,141,267,498,202,11,5,1,2,0,498,11,105,122,61
2,2,2,2,2,1,0,1,0,0,2,0,157,238,126,61,51,8,1,1,0,0,154,498,114,134,122
2,2,2,2,2,2,0,3,0,0,0,0,119,134,122,85,33,9,1,1,2,0,498,117,51,58,134
2,2,1,2,2,2,2,2,0,0,1,0,31,498,114,7,150,7,2,2,1,1,105,21,31,53,40
1,1,1,1,0,1,1,9,2,0,2,1,75,27,141,51,202,0,0,0,0,0,20,157,154,84,498
1,1,2,1,1,1,0,9,3,2,4,0,57,412,157,-1,53,6,2,0,2,0,55,23,134,75,119
2,1,1,1,2,1,0,5,1,0,3,0,1,154,31,122,90,10,3,2,2,0,92,119,18,154,105
1,1,1,1,0,2,1,7,1,0,0,1,40,113,157,23,238,0,0,0,2,0,29,119,18,59,75
1,2,1,1,0,1,0,10,2,0,2,0,67,51,103,154,83,3,0,0,1,0,157,238,114,55,21
2,1,1,2,1,1,0,4,0,1,2,0,19,40,117,31,25,10,3,1,2,0,126,92,31,57,40
2,2,2,2,0,2,2,1,0,0,0,0,31,7,119,154,141,11,3,0,3,1,75,6,57,7,119
1,1,2,1,1,1,0,10,2,1,2,0,157,141,16,122,154,5,0,0,0,0,164,29,134,31,53
2,1,2,2,2,1,2,0,0,0,1,0,19,18,57,113,40,9,2,1,0,1,67,40,29,18,141
1,2,2,1,0,2,1,10,2,0,1,1,141,122,136,29,40,1,0,0,1,0,121,119,53,122,134
1,1,1,1,1,2,1,11,4,1,1,1,420,157,33,53,55,0,0,0,1,0,58,67,122,157,59
1,1,1,1,1,1,1,10,2,1,2,1,31,18,69,114,157,0,0,0,0,0,157,91,238,31,90
1,2,1,1,1,1,2,9,2,1,1,0,141,57,31,105,117,0,0,0,0,1,53,40,154,31,23
2,2,2,2,0,1,2,0,0,0,1,0,92,55,40,18,103,5,1,0,1,1,40,31,122,141,113
1,2,2,1,1,1,1,11,4,2,2,1,29,117,18,498,40,4,0,0,0,0,113,498,119,114,59
1,2,2,1,1,2,0,11,3,1,2,0,11,38,40,516,117,3,0,0,1,0,40,58,29,238,117
1,2,1,1,0,1,2,6,1,0,2,0,412,24,141,51,55,2,0,0,1,1,11,122,18,39,19
1,2,1,1,2,2,0,11,5,0,2,0,254,40,114,117,67,6,0,2,2,0,19,16,90,75,122
1,2,1,1,2,2,1,8,1,1,3,1,119,33,238,80,40,5,0,1,1,0,55,164,67,79,31
1,2,1,2,2,1,0,10,2,0,2,0,3,86,113,29,238,4,1,1,0,0,157,19,90,114,122
1,1,1,1,1,2,0,11,2,1,1,0,61,29,98,238,114,1,0,0,3,0,90,117,18,157,40
1,2,2,2,1,2,0,9,2,1,3,0,24,105,17,119,75,7,2,0,1,0,157,498,38,31,53
1,1,1,1,0,1,2,9,2,0,2,0,40,498,67,141,91,1,0,0,0,1,119,31,16,57,-1
2,1,2,2,0,2,0,2,0,0,0,0,245,122,119,38,17,11,3,0,2,0,157,122,23,412,84
2,1,2,2,0,0,0,1,0,0,0,0,103,23,141,11,114,8,1,0,0,0,17,119,23,154,157
1,1,1,1,1,2,2,11,3,1,1,0,164,3,117,154,40,0,0,0,1,1,119,238,29,120,105
2,1,1,2,2,1,1,6,0,0,1,1,29,103,35,119,157,9,1,1,4,0,119,25,51,105,10
2,1,2,0,0,2,0,1,0,0,0,0,238,11,113,18,134,5,0,0,2,0,67,29,141,157,238
1,1,1,1,0,1,0,10,2,0,2,0,154,157,141,238,11,0,0,0,0,0,134,238,141,154,11
2,2,2,0,0,2,0,1,0,0,0,0,31,53,122,6,141,6,0,0,1,0,202,58,6,31,11
2,1,1,2,1,1,0,7,0,1,2,0,29,11,90,75,55,9,2,0,0,0,53,117,31,122,105
2,2,2,2,2,1,2,2,0,0,1,0,119,420,141,157,238,9,2,1,3,1,53,238,91,245,31
2,2,2,2,2,1,0,3,0,0,1,0,31,57,40,92,67,11,4,1,3,0,59,31,516,154,75
1,1,1,1,0,1,0,9,2,0,2,0,31,154,16,40,18,0,0,0,0,0,121,238,141,154,40
2,1,1,2,2,2,0,3,0,0,0,0,63,412,114,15,245,11,5,1,4,0,119,-1,157,53,64
1,2,2,1,2,2,0,6,1,0,0,0,33,18,154,141,31,4,0,1,2,0,113,18,114,16,55
1,1,1,1,0,2,0,10,1,0,1,0,25,420,53,105,141,2,0,0,1,0,84,157,53,64,51
2,2,2,0,0,2,0,0,0,0,0,0,99,245,122,119,75,3,0,0,1,0,102,119,157,7,5
1,1,1,1,0,1,1,10,2,0,2,1,122,29,96,40,154,1,0,0,0,0,117,31,122,40,80
1,1,0,0,0,0,0,0,0,0,0,0,40,119,105,57,8,0,0,0,0,0,122,29,69,157,119
2,2,2,2,2,2,0,1,0,0,0,0,18,40,11,105,29,9,2,1,1,0,18,69,40,59,31
1,2,1,1,0,1,2,8,2,0,1,0,63,29,19,51,69,1,0,0,0,1,157,122,114,117,119
2,2,2,2,2,2,2,0,0,0,0,0,18,164,238,516,157,11,3,1,3,1,141,40,90,122,114
1,2,1,1,1,1,1,9,2,1,1,1,29,238,91,31,19,1,0,0,1,0,119,141,23,8,238
2,1,1,1,2,2,1,6,2,0,2,1,122,157,134,53,29,9,1,2,2,0,67,17,84,75,117
2,2,2,2,2,2,2,3,0,0,1,0,157,91,134,516,29,11,3,1,1,1,119,122,40,80,238
1,1,1,1,0,1,1,7,2,0,2,1,38,-1,31,122,29,0,0,0,0,0,117,105,38,64,3
2,1,1,1,2,1,1,9,3,0,5,1,236,154,29,121,157,8,1,3,1,0,222,34,11,9,122
2,1,2,2,2,1,1,7,0,0,3,1,51,17,53,117,103,10,2,2,0,0,89,53,105,122,238
1,1,1,1,1,1,1,10,1,1,2,1,122,157,64,119,18,2,0,0,1,0,75,238,25,92,105
2,2,2,2,2,2,1,3,0,0,0,1,105,25,12,18,40,9,2,1,4,0,29,40,157,38,16
1,1,1,1,1,2,2,9,2,2,1,0,119,131,122,51,19,4,0,0,2,1,238,8,16,86,24
1,2,2,1,2,2,0,9,1,0,2,0,11,83,53,8,498,5,0,2,2,0,119,25,157,31,17
1,1,2,2,2,2,0,8,1,0,2,0,11,154,157,31,92,6,2,1,1,0,31,83,53,238,154
2,2,2,1,1,2,1,4,1,2,1,1,25,40,16,19,113,9,2,0,3,0,103,114,157,154,40
2,2,0,0,0,0,0,0,0,0,0,0,122,119,117,19,34,0,0,0,0,0,8,51,119,122,40
2,1,2,2,2,2,2,1,0,0,1,0,92,90,19,117,18,9,1,1,3,1,122,236,131,40,57
2,1,2,1,2,2,0,7,1,0,1,0,54,35,29,420,53,7,1,1,3,0,157,131,2,119,79
2,2,1,2,1,2,1,4,0,1,1,1,114,122,412,29,105,10,2,0,3,0,75,59,114,31,19
2,2,2,2,0,2,2,3,0,0,0,0,29,498,40,17,55,11,3,0,2,1,57,31,238,19,114
1,1,1,1,1,2,0,9,2,1,0,0,122,38,8,157,51,3,0,1,2,0,154,122,498,29,64
1,1,0,0,0,0,0,0,0,0,0,0,92,53,18,90,64,0,0,0,0,0,103,105,23,157,122
2,1,2,2,0,1,0,0,0,0,1,0,238,122,5,245,82,11,3,0,0,0,238,28,119,17,18
2,1,2,2,2,2,0,1,0,0,0,0,-1,18,29,420,31,10,3,1,5,0,83,157,122,7,29
1,2,2,1,2,1,2,10,2,0,2,0,157,-1,53,154,-1,4,0,1,0,1,122,141,45,157,51
2,2,1,2,2,1,0,5,0,0,2,0,103,113,11,122,38,10,3,2,2,0,39,117,40,141,18
2,2,1,1,2,1,0,6,1,0,3,0,75,29,19,105,412,10,2,1,1,0,19,53,55,238,99
2,2,2,2,2,2,2,0,0,0,0,0,122,24,238,51,74,11,3,1,4,1,53,69,238,141,18
2,2,1,0,0,2,2,2,0,0,0,0,105,18,6,31,51,4,0,0,2,1,6,3,114,122,238
1,2,1,1,1,2,1,7,2,1,0,1,67,245,62,40,7,1,0,0,1,0,90,238,-1,157,114
1,1,1,1,1,1,1,10,3,1,3,1,31,90,84,2,113,2,0,0,0,0,103,80,31,53,40
2,2,2,2,2,2,2,3,0,0,1,0,75,11,40,154,122,9,2,1,2,1,31,11,53,157,18
2,1,2,2,2,2,0,3,0,0,1,0,51,122,7,516,498,11,4,1,4,0,-1,103,114,53,516
2,2,1,2,0,2,2,4,0,0,0,0,105,157,75,-1,117,7,1,0,3,1,5,103,157,143,3
1,1,1,1,0,1,1,11,3,0,1,1,103,80,105,119,90,0,0,0,0,0,11,91,21,53,92
2,2,2,2,2,1,0,1,0,0,2,0,157,122,11,18,90,9,2,1,1,0,119,103,114,105,238
2,2,2,2,2,2,2,4,0,0,0,0,51,154,58,114,238,7,2,1,1,1,122,157,154,67,164
2,2,1,2,2,2,0,5,1,0,0,0,29,67,31,134,497,10,2,1,3,0,31,141,236,114,516
1,2,1,1,1,1,0,11,4,1,3,0,103,18,74,25,29,4,0,0,1,0,81,53,157,40,134
2,2,2,1,2,1,1,7,1,0,2,1,114,117,85,154,119,8,1,1,2,0,154,157,55,117,122
1,1,1,1,0,1,1,7,1,0,3,1,117,238,119,40,18,1,0,0,0,0,122,7,55,117,40
2,1,2,2,2,2,2,2,0,0,0,0,238,157,154,31,122,8,2,1,3,1,117,122,18,114,238
1,1,1,1,2,1,1,8,1,0,4,1,75,245,412,55,157,4,0,1,0,0,119,11,238,67,31
2,1,2,2,0,2,2,1,0,0,0,0,64,238,29,141,53,7,2,0,3,1,67,51,84,110,238
1,1,1,1,1,2,1,7,1,1,1,1,154,92,141,157,238,1,0,0,1,0,119,141,238,154,157
1,2,2,1,0,2,0,5,1,0,1,0,23,64,7,154,40,4,0,0,1,0,40,64,58,33,121
1,2,1,0,0,0,1,2,0,0,0,1,114,75,41,39,40,0,0,0,0,0,31,67,29,90,75
1,1,1,0,0,2,0,2,0,0,0,0,17,99,122,119,53,0,0,0,1,0,412,6,157,53,105
1,1,1,1,1,1,0,11,2,1,3,0,103,11,19,64,53,3,0,0,0,0,157,19,516,498,53
2,2,2,1,2,2,1,7,1,0,2,1,238,105,74,33,31,7,1,1,3,0,16,31,412,157,113
2,1,1,2,1,1,0,4,0,1,2,0,157,29,57,122,6,8,2,0,1,0,84,154,51,117,18
1,2,1,0,2,1,0,4,0,0,3,0,122,23,53,114,105,4,0,1,0,0,18,119,157,6,55
1,2,2,1,2,2,2,10,3,0,3,0,67,119,39,516,105,4,0,1,2,1,6,245,157,236,5
1,1,1,1,0,1,2,8,1,0,1,0,122,25,113,103,105,3,0,0,1,1,157,141,412,53,126
